1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
흑미밥(75),두부젓국찌개,맛살볶음,S키위(50g),S복숭아(80g),흑미밥(75),동태살무국,온두부+양념장,단호박견과류샐러드,오이소박이김치,S크림소스스파게티,S보리차,흑미밥(75),호박감자수제비국,햄오믈렛,봄동부추겉절이,파김치
현미밥(75),북어김치국,애호박건새우볶음,S복숭아(80g),S복숭아(천도)-80g,현미밥(75),다슬기아욱국,두부채소전,맛살볶음,배추김치,S냉콩국+소면,S보리차,현미밥(75),쑥갓어묵국,떡갈비간장조림,단호박견과류샐러드,배추김치
기장밥(75),오징어숙주국,새우살호박볶음,S참외(100g),S사과(50g),기장밥(75),모듬어묵국,오징어볶음,단호박견과류샐러드,배추김치,S냉콩국+소면,S보리차,기장밥(75),쑥국,두부채소전,맛살볶음,파김치
율무밥(75),실파장국,단배추멸치조림,S참외(100g),S키위(50g),율무밥(75),냉콩나물국,치즈등심돈까스,얼갈이무침,단배추물김치,S냉콩국+소면,S오미자아이스크림,율무밥(75),애호박두부젓국,오리훈제구이,김구이+양념장,깻잎김치
차조밥(75),만두순두부찌개,상추오이무침,S사과(35g),S참외(50g),차조밥(75),버섯개장,삼치무조림,콘샐러드,열무물김치,S크림소스스파게티,S보리차,차조밥(75),두부맑은국,소고기청경채볶음,동초무침,총각김치
고구마밥(75),수제비아욱국,봄동부추겉절이,S참외(100g),S멜론(75g),고구마밥(75),두부젓국찌개,동태살전,건취나물간장볶음,총각김치,S냉콩국+소면,S보리차,고구마밥(75),모듬어묵국,닭채볶음,단호박견과류샐러드,배추김치
보리밥(75),팽이장국,얼갈이무침,S복숭아(80g),S바나나사과키위샐러드(마요네즈),보리밥(75),닭고기채소찌개,두부채소전,콘샐러드,오이소박이김치,S크림소스스파게티,S보리차,보리밥(75),유부쑥갓맑은국,수제비샐러드,애호박건새우볶음,콜라비나박김치
밤찹쌀팥밥(75),애호박두부젓국찌개,실곤약채소무침,S사과(35g),S복숭아(80g),밤찹쌀팥밥(75),쑥갓어묵국,볼어묵채소조림,미역무침,비트초절이,S삶은고구마,S오미자아이스크림,밤찹쌀팥밥(75),닭고기무국,두부케첩조림,오이달래무침,열무김치
팥밥(75),건새우근대국,견과류시금치무침,S복숭아(황도)-80g,S자두(50g),팥밥(75),콩나물냉국,매콤오징어볶음,(저염)연근조림,배추김치,S애플파이,S수제블루베리바나나우유,팥밥(75),애호박맑은국,두부스테이크,단호박견과류샐러드,배추김치
수수밥(75),단호박맑은국,애호박건새우볶음,S복숭아(천도)-80g,S토마토(200g),깻잎볶음밥,우동국물,동태전,매쉬드포테이토,배추김치,S단팥빵,S보리차,수수밥(75),만두국,(우유제외)감자그라탕,명엽채아몬드볶음,열무물김치
찹쌀팥밥(75),실파장국,돼지고기굴소스볶음,S복숭아(80g),S키위(50g),찹쌀팥밥(75),미니새우튀김우동,감자당근채볶음,매쉬드포테이토,배추김치,S크림떡볶이,S오미자아이스크림,찹쌀팥밥(75),늙은호박국,두부톳무침,봄동나물,깻잎김치
보리밥(75),다슬기아욱국,건새우애호박볶음,S멜론(50g),S사과(35g),보리밥(75),호박감자수제비국,햄오믈렛,실곤약채소무침,배추김치,S크림소스스파게티,S오미자아이스크림,보리밥(75),유부쑥갓맑은국,(저당)닭갈비,곰취나물볶음,배추김치
완두콩밥(75),다슬기아욱국,새우살호박볶음,S청포도(100g),S키위(50g),완두콩밥(75),유부쑥갓맑은국,해물우동숙주볶음,감자당근채볶음,배추김치,S냉콩국+소면,S보리차,완두콩밥(75),유부된장국,주꾸미떡볶음,연근흑임자샐러드,배추김치
잡곡밥(75),두부젓국찌개,진미채채소무침,S사과(35g),S키위(50g),잡곡밥(75),오징어찌개,오징어불고기,땅콩우엉조림,배추김치,S토마토스파게티,S오미자아이스크림,잡곡밥(75),차돌얼갈이국,두부채소전,미역줄기채소볶음,배추김치
