1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
찹쌀팥밥(75),매콤애호박국,단배추나물,S사과(35g),S멜론(50g),찹쌀팥밥(75),우동국물,오징어새우볶음,아욱건새우전,단배추물김치,S채소찐빵,S고구마쉐이크,찹쌀팥밥(75),동태살무국,오리채소볶음,미역초무침,열무김치
차조밥(75),감자된장국,동초무침,S멜론(50g),S복숭아(천도)-80g,차조밥(75),아욱장국,닭다리살굴소스볶음,맛살볶음,총각김치,S채소스크램블에그,S오미자아이스크림,차조밥(75),가지냉국,두부톳무침,애호박볶음,총각김치
감자밥(75),애호박두부젓국,진미채채소무침,S멜론(75g),S복숭아(80g),감자밥(75),청국장국,닭가슴살고구마볶음,감자당근채볶음,열무물김치,S웨지감자구이,S고칼슘두유(190ml),감자밥(75),소고기얼갈이국,햄구이,감자당근채볶음,얼갈이배추김치
옥수수밥(75),다슬기아욱국,감자당근채볶음,S멜론(50g),S복숭아(천도)-80g,옥수수밥(75),동태살무국,새우살조림,연근사과샐러드,비트초절이,S크림떡볶이,S수제딸기우유,옥수수밥(75),오징어숙주국,매콤낙지채소볶음,도라지오이무침,배추김치
감자밥(75),두부맑은국,감자당근채볶음,S멜론(50g),S사과(35g),감자밥(75),모듬버섯찌개,매콤오징어볶음,맛살볶음,오이소박이김치,S냉콩국+소면,S(우유제외)고구마쉐이크,감자밥(75),소고기얼갈이국,(저당)닭갈비,단배추나물,나박김치
찹쌀팥밥(75),근대국,건취나물간장볶음,S참외(50g),S참외(100g),찹쌀팥밥(75),늙은호박국,돼지고기청경채볶음,부추양파무침,나박김치,S채소스크램블에그,S고칼슘두유(190ml),찹쌀팥밥(75),모듬어묵국,두부채소전,감자당근채볶음,총각김치
찹쌀팥밥(75),건새우된장국,땅콩우엉조림,S참외(50g),S블루베리(50g),찹쌀팥밥(75),팽이장국,돼지고기굴소스볶음,감자당근채볶음,열무물김치,S채소스크램블에그,S고구마쉐이크,찹쌀팥밥(75),소고기콩나물국,두부채소전,숙주당근나물,열무물김치
찰현미밥(75),북어달걀국,콘샐러드,S멜론(50g),S복숭아(천도)-80g,찰현미밥(75),동태살무국,(저염)갈치조림,맛살미역줄기볶음,나박김치,S냉콩국+소면,S고구마쉐이크,찰현미밥(75),다슬기아욱국,삼겹살구이,오이미역초무침,비트초절이
잡곡밥(75),실파장국,팽이버섯볶음,S사과(35g),S복숭아(80g),잡곡밥(75),매콤애호박국,두부채소전,미역줄기채소볶음,나박김치,S크림소스스파게티,S고칼슘두유(190ml),잡곡밥(75),쑥갓어묵국,두부열무나물,참치양파볶음,배추김치
율무밥(75),두부젓국찌개,맛살볶음,S복숭아(천도)-80g,S사과(35g),율무밥(75),아욱토장국,매콤오징어볶음,아욱나물무침,나박김치,S크림소스스파게티,S오미자아이스크림,율무밥(75),실파장국,(저당)닭갈비,콘샐러드,단배추물김치
