Unnamed: 0,breakfast1,breakfast2,breakfast3,snack1,snack2,snack3,snack4,rice,special,soup,kimchi,special_soup_needed,special_soup_notneeded,vegitable_soup,nonvegitable_soup,possible_with_special,morning_soup_comb1,morning_soup_comb2,morning_soup_comb3,side_dish1,side_dish2,empty,0_x,1_x,2_x,3_x,4_x,5_x,6_x,7_x,8_x,9_x,10_x,11_x,12_x,13_x,14_x,15_x,16_x,17_x,18_x,19_x,20_x,21_x,22_x,23_x,24_x,25_x,26_x,27_x,28_x,29_x,30_x,31_x,0_y,1_y,2_y,3_y,4_y,5_y,6_y,7_y,8_y,9_y,10_y,11_y,12_y,13_y,14_y,15_y,16_y,17_y,18_y,19_y,20_y,21_y,22_y,23_y,24_y,25_y,26_y,27_y,28_y,29_y,30_y,31_y
°í±¸¸¶Â¥Àå¹ä,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.615719,0.0,0.0,0.0,0.0,0.0,8.57017,11.721983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.166103,0.0,8.904281,0.0,0.0,0.0,0.0
¸ÞÃß¸®¾ËÃ¤¼ÒÆøÂý,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.051789,0.0,0.0,0.0,0.0,0.0,9.60664,0.0,5.6307416,6.376113,0.0,0.0,0.0,0.0,4.8154955,3.5153792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.869664,0.0,0.0,0.0,0.0
Bºê·ÎÄÝ¸®¼Ò°í±âÁ×,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6838001608848572,0.06324691325426102,-1.204514980316162,-0.556888997554779,0.021973369643092155,-1.16301691532135,-0.12734438478946686,0.08425357192754745,-0.7797287106513977,0.6543154716491699,0.3099670112133026,-1.3178200721740723,0.22481943666934967,0.11663766205310822,0.4439338743686676,1.1545153856277466,0.18142275512218475,-0.27152684330940247,-0.24422279000282288,-0.08986272662878036,-0.19978302717208862,-0.3132975697517395,1.5684874057769775,0.6137840747833252,0.8727114200592041,-0.404379278421402,0.685107409954071,-0.6666641235351562,0.26629477739334106,-0.1826842576265335,-0.7342569828033447,-1.4552762508392334,0.0,3.6042542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0765942,2.0835729,1.3674506,0.0,1.9393424,1.8669362,0.0,0.0,0.9524642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8608966,0.0,3.8035436,0.0,0.0,0.029373765,0.0
B´ß°¡½¿»ì¿Á¼ö¼öÁ×,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3844662,0.0,0.0,0.0,7.560478,0.0,4.7063694,0.0,0.0,0.0,0.0,0.0,3.8529005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69093084,0.0,0.0,0.0,0.0,2.0892658,0.0
S¾¾¸®¾ó,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.262794,0.0,0.0,0.0,46.63124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.902817,0.0,0.0,0.0,0.0
µ¿ÅÂ»ì¹«±¹,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.7669048309326172,-0.9435524344444275,-0.5217351913452148,-0.5336264371871948,-5.440654277801514,2.7787230014801025,1.5009007453918457,-1.4750068187713623,-2.3530797958374023,1.056565284729004,-0.23383255302906036,-3.1677918434143066,0.10828040540218353,4.5370707511901855,-0.21112851798534393,-5.133026123046875,-3.2198004722595215,-0.3236556947231293,1.6892670392990112,0.9120218753814697,0.4702940285205841,0.9300025701522827,2.0544004440307617,1.1516193151474,-1.4114782810211182,-1.7477747201919556,-1.038974642753601,-0.02082173153758049,0.23866285383701324,0.5391948819160461,1.1480778455734253,1.1035382747650146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18334675,13.655034,0.0,11.060005,7.4136934,0.0,0.0,0.0,0.0,0.0,0.0,14.992947,0.0,0.0,4.931403,0.0,0.0,2.4270062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
¾î¹¬ÆÄÇÁ¸®Ä«ººÀ½,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94102263,0.0,2.6245832,0.0,0.0,0.0,0.0,0.0,2.9572287,0.0,0.0,0.0,4.0973372,0.0,0.0,0.0,0.6031298,0.0,0.0,4.8713546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
¿ì°ÅÁöµÈÀå±¹,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7042255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0942565,0.0,0.0,0.04335457,0.0,0.0,9.507187,0.0,0.0,6.9914494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
»õ¼ÛÀÌ¹ö¼¸Ä«·¹¶óÀÌ½º,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.446029,0.0,0.0,0.0,0.0,0.0,0.8551879,0.0,3.7290378,0.0,0.0,0.0,0.0,7.842333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ÆÄÀÎ¾ÖÇÃººÀ½¹ä,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0003915,0.0,0.0,0.0,0.0,0.0,5.1797905,0.0,10.21457,16.59784,6.6830544,0.0,11.264686,6.7100782,0.0,0.0,0.0,6.513222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4767704,0.0,0.0,0.0,0.0
