Unnamed: 0,breakfast1,breakfast2,breakfast3,snack1,snack2,snack3,snack4,rice,special,soup,kimchi,special_soup_needed,special_soup_notneeded,vegitable_soup,nonvegitable_soup,possible_with_special,morning_soup_comb1,morning_soup_comb2,morning_soup_comb3,side_dish1,side_dish2,empty,0_x,1_x,2_x,3_x,4_x,5_x,6_x,7_x,8_x,9_x,10_x,11_x,12_x,13_x,14_x,15_x,16_x,17_x,18_x,19_x,20_x,21_x,22_x,23_x,24_x,25_x,26_x,27_x,28_x,29_x,30_x,31_x,0_y,1_y,2_y,3_y,4_y,5_y,6_y,7_y,8_y,9_y,10_y,11_y,12_y,13_y,14_y,15_y,16_y,17_y,18_y,19_y,20_y,21_y,22_y,23_y,24_y,25_y,26_y,27_y,28_y,29_y,30_y,31_y
(가공)만두튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3944058,0.38313252,1.3458498,0.0,0.0,1.7101566,0.0,0.9848523,0.0,1.4555086,0.0,0.9629396,0.0,0.0,0.0,0.90000606,0.0,0.0,0.0,2.6591787,0.0,1.9874275,0.0,0.0,0.0,0.0,0.0,0.0,0.70972395,1.3116273,0.0,0.0
(고춧가루제외)갈치조림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.1367557048797607,-1.014692783355713,1.002985596656799,-0.2778904438018799,-0.4267663657665252,-1.4814919233322144,-0.1327062845230102,0.0876923575997352,-0.2553942203521728,-0.3583931922912597,0.1807819604873657,-0.2284234464168548,-0.9545290470123292,0.5833054780960083,-0.2866665422916412,-0.3832505643367767,-0.1588366031646728,0.6659101843833923,-0.3061946034431457,0.7924339175224304,0.344805508852005,0.4684710800647735,0.1821620315313339,-0.1542570739984512,-0.0157196260988712,-0.0531582161784172,-0.7963085770606995,-0.0979355126619339,0.1114119365811348,0.9024045467376708,-0.1987165361642837,0.021485261619091,6.058796,0.0,15.093411,0.0,0.0,0.0,0.0,0.0,10.953561,1.3281529,0.0,0.0,0.0,0.0,0.0,5.774682,0.0,0.0,0.0,4.0292788,0.0,1.0259104,0.0,0.0,0.0,3.2439969,0.0,0.0,6.971335,0.0,0.0,0.0
(고춧가루제외)고등어조림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.051204800605774,-0.9254758954048156,0.741225004196167,-0.3176155686378479,-0.4663473069667816,-1.1821967363357544,-0.0708419829607009,0.0130412215366959,-0.5539604425430298,-0.241140529513359,0.1893404126167297,-0.3259156048297882,-0.9572909474372864,0.3577306568622589,-0.2333821654319763,-0.4072030186653137,-0.2161418497562408,0.6162346601486206,-0.3429694175720215,0.6564888954162598,0.4268743693828583,0.6118669509887695,0.209806203842163,-0.1826851665973663,-0.0408738888800144,0.0616802722215652,-0.7679468393325806,-0.0919644981622695,0.2767396569252014,0.8640517592430115,-0.2875926792621612,0.0625833123922348,2.5719125,0.0,0.0,0.0,1.209237,1.3315719,0.0,0.0,4.5792403,0.0,0.0,0.0,1.174461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.149767,0.0,0.0,0.79077244,0.0,0.0,0.0
(고춧가루제외)노각무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.1837719678878784,-1.043572187423706,0.9743768572807312,-0.3803009688854217,-0.4149650633335113,-1.4274970293045044,-0.1527131646871566,-0.0607698522508144,-0.2199807465076446,-0.0596250481903553,0.1490333527326584,-0.39857017993927,-1.1141988039016724,0.5671482682228088,-0.3548991084098816,-0.4257271289825439,-0.1964946091175079,0.6366307735443115,-0.5349255800247192,0.7809181809425354,0.4038242399692535,0.3837173879146576,0.2101141661405563,-0.0460586212575435,-0.065442606806755,0.1215747371315956,-0.9382097125053406,-0.0130269303917884,0.2137307524681091,0.9871867895126344,-0.1934730410575866,-0.1064504384994506,0.0,0.0,0.079317495,0.0,0.0,0.0,0.0,0.0,0.0,1.6323117,0.0,0.0,0.9904634,0.0,0.0,5.237896,0.0,0.0,0.0,9.943782,0.0,1.3075831,0.28598434,2.8917265,0.0,0.0,0.0,0.0,6.5621037,0.0,0.0,0.0
(고춧가루제외)도토리묵무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9973790645599364,-1.2433570623397827,0.7915293574333191,-0.536877453327179,-0.6562391519546509,-1.1470364332199097,0.1079154014587402,0.1130765303969383,-1.642249345779419,0.0089565347880125,0.1873801350593567,-0.5362542271614075,-1.1645792722702026,0.7434850931167603,-0.540941059589386,-0.4543082416057586,-0.0152187161147594,0.4378253221511841,-0.474393218755722,0.8537651300430298,1.0197902917861938,0.904021978378296,0.1164942756295204,-0.4352200925350189,-0.1121326312422752,0.2625444531440735,-1.1158616542816162,-0.5791446566581726,0.3125739693641662,1.0493959188461304,-0.3958837389945984,0.4162816405296325,0.0,15.855877,11.69504,0.0,0.0,16.510336,0.0,1.5467305,0.0,0.0,0.0,0.0,20.270452,0.0,0.0,0.0,0.0,0.0,0.0,3.668102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.613487,8.274266,0.0,0.0
(고춧가루제외)부추사과무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.6761165857315063,-1.5668251514434814,1.1950395107269287,-0.5097922682762146,-0.1284428536891937,-1.7816842794418335,-0.1814132034778595,0.2080744802951812,0.469782292842865,-0.3054299354553222,0.2652734220027923,-0.278188019990921,-1.5643560886383057,1.0319520235061646,-0.4229100048542022,-0.5242446064949036,-0.4870553016662597,0.8988350033760071,-0.831055223941803,1.1931806802749634,0.4026201367378235,-0.1067573055624961,0.2467762380838394,0.0603206567466259,-0.1022394001483917,0.2699398398399353,-1.1933562755584717,0.2411154061555862,0.0511994175612926,0.9988162517547609,-0.3569755256175995,-0.1510379761457443,0.0,3.6485744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3943262,1.0496281,3.6193733,0.0,0.0,0.0,0.0,0.0,0.4040202,1.3071375,0.0,0.0,0.0,0.0,0.6047128,0.0,0.0,0.0,0.0,0.63318896,0.0,0.0
(고춧가루제외)상추겉절이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.427015,3.7494242,0.0,0.0,6.947894,0.0,0.0018976927,0.0,0.0,0.0,0.0,9.750381,0.0,0.0,0.0,0.0,0.0,0.0,3.437486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7862693,3.0967026,0.0,0.0
(고춧가루제외)오이무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9377126,2.0578535,0.5780789,0.0,0.47494113,0.40145385,0.0,0.0,0.24185961,0.0,0.0,0.0,1.799178,0.0,0.0,0.22048318,0.0,0.0,0.0,0.5843028,0.0,0.0,1.177595,0.0,0.003986597,0.23746401,0.0,0.0,2.1214373,0.0,1.3098812,0.0
(달걀제외)부추전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6320337057113647,-0.406332403421402,-0.0210531391203403,-0.1962252706289291,0.0944776237010955,-0.5030478239059448,-0.2308802306652069,-0.1063999682664871,0.6449580788612366,-0.3754642605781555,0.0653910487890243,-0.3269160091876983,-0.5267971158027649,-0.208337515592575,0.1630959957838058,-0.2811634242534637,-0.4030505120754242,0.4170922935009002,-0.380250334739685,-0.1659201681613922,-0.0178950447589159,-0.121502935886383,0.3760033845901489,-0.1071925982832908,0.0399774499237537,0.1053106635808944,-0.213384211063385,0.5872448086738586,0.0718915984034538,0.148197591304779,0.019127806648612,-0.4856588840484619,2.6677532,0.0,0.0,1.734338,2.222614,0.0,0.0,0.0,0.0,0.0,0.0,3.0171819,0.0,3.6367724,0.0,2.4226346,0.0,0.0,0.0,2.4748497,0.0,0.0,0.0,0.0,0.87432855,2.347559,0.0,0.0,0.0,0.0,0.0,0.0
(소고기제외)당면양배추국,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.577799379825592,-0.7078456282615662,-0.1916683912277221,-0.1406721323728561,-0.2612227499485016,-0.3206788599491119,-0.2578003108501434,0.3624937236309051,-0.763510525226593,-0.8080639243125916,0.0379610992968082,-0.1084708571434021,-0.3674365580081939,-0.4744282960891723,-0.0718149319291114,-0.5177626609802246,-0.8376242518424988,0.2375448048114776,-0.0254728700965642,-0.5262719988822937,0.3065941035747528,0.3254062235355377,0.1673491299152374,-0.569953203201294,-0.1551084667444229,-0.1032089367508888,-0.0782454907894134,0.1396596729755401,0.0039551672525703,0.2192332148551941,0.0069186892360448,0.0125375296920537,0.0,5.5287685,0.0,0.0,0.0,0.0,0.0,1.4796611,2.5470839,0.0,0.0,1.0331928,0.9832343,0.0,0.0,0.97982,0.0,0.0,0.0,5.3545017,0.0,0.0,3.8705227,0.0,1.2314739,0.0,0.0,0.0,4.006736,0.0,5.1307316,0.0
